機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"5,301",+185,19,19,1/139.5,1/279.0,1/279.0
マイジャグラーV,1002,936,+109,5,0,1/187.2,1/187.2,1/0.0
マイジャグラーV,1003,"4,908",+241,19,14,1/148.7,1/258.3,1/350.6
マイジャグラーV,1004,"2,151",-203,6,7,1/165.5,1/358.5,1/307.3
マイジャグラーV,1005,"2,209",-356,8,3,1/200.8,1/276.1,1/736.3
マイジャグラーV,1006,"1,829",+350,8,4,1/152.4,1/228.6,1/457.2
マイジャグラーV,1007,"9,324","+4,397",47,41,1/106.0,1/198.4,1/227.4
マイジャグラーV,1008,694,-803,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1009,904,-756,1,2,1/301.3,1/904.0,1/452.0
マイジャグラーV,1010,"2,503","-1,029",6,5,1/227.5,1/417.2,1/500.6
マイジャグラーV,1011,"5,171","+1,735",26,15,1/126.1,1/198.9,1/344.7
マイジャグラーV,1012,461,-215,1,1,1/230.5,1/461.0,1/461.0
マイジャグラーV,1013,"5,537",-15,24,12,1/153.8,1/230.7,1/461.4
マイジャグラーV,1014,480,-456,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1015,458,-85,2,0,1/229.0,1/229.0,1/0.0
マイジャグラーV,1016,"1,353",-791,2,4,1/225.5,1/676.5,1/338.2
マイジャグラーV,1017,232,-279,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1018,"8,046","+3,926",43,35,1/103.2,1/187.1,1/229.9
マイジャグラーV,1019,"2,317","-1,524",3,5,1/289.6,1/772.3,1/463.4
マイジャグラーV,1020,"6,329",+879,25,23,1/131.9,1/253.2,1/275.2
マイジャグラーV,1021,"2,380",-821,6,6,1/198.3,1/396.7,1/396.7
マイジャグラーV,1022,"1,412",-750,2,3,1/282.4,1/706.0,1/470.7
マイジャグラーV,1023,"2,935",-450,9,8,1/172.6,1/326.1,1/366.9
マイジャグラーV,1024,"1,106",-174,3,5,1/138.2,1/368.7,1/221.2
マイジャグラーV,1025,"1,383",-715,3,3,1/230.5,1/461.0,1/461.0
マイジャグラーV,1026,"4,015",-774,12,13,1/160.6,1/334.6,1/308.8
マイジャグラーV,1027,"2,675","-1,065",8,4,1/222.9,1/334.4,1/668.8
マイジャグラーV,1028,992,-591,2,2,1/248.0,1/496.0,1/496.0
マイジャグラーV,1029,"6,259","+2,762",33,21,1/115.9,1/189.7,1/298.0
マイジャグラーV,1030,"1,144",-632,3,0,1/381.3,1/381.3,1/0.0
マイジャグラーV,1031,"3,805",+268,13,15,1/135.9,1/292.7,1/253.7
マイジャグラーV,1032,"3,619","-2,074",6,7,1/278.4,1/603.2,1/517.0
マイジャグラーV,1033,"7,052",+450,28,21,1/143.9,1/251.9,1/335.8
マイジャグラーV,1034,"5,868","+1,147",26,17,1/136.5,1/225.7,1/345.2
マイジャグラーV,1035,"3,394",-815,9,8,1/199.6,1/377.1,1/424.2
マイジャグラーV,1036,"1,020",-809,2,1,1/340.0,1/510.0,1/1020.0
マイジャグラーV,1037,"1,561",-309,4,4,1/195.1,1/390.2,1/390.2
マイジャグラーV,1038,"2,284",-879,4,8,1/190.3,1/571.0,1/285.5
マイジャグラーV,1039,"6,065","+1,006",24,24,1/126.4,1/252.7,1/252.7
マイジャグラーV,1040,475,-550,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1041,"7,523","+1,312",37,16,1/141.9,1/203.3,1/470.2
マイジャグラーV,1042,"3,866",+568,14,15,1/133.3,1/276.1,1/257.7
マイジャグラーV,1043,"6,481",-338,20,25,1/144.0,1/324.1,1/259.2
マイジャグラーV,1044,"1,243",-603,3,2,1/248.6,1/414.3,1/621.5
マイジャグラーV,1045,393,-279,1,0,1/393.0,1/393.0,1/0.0
マイジャグラーV,1046,"5,886",+79,21,21,1/140.1,1/280.3,1/280.3
マイジャグラーV,1047,785,-226,2,3,1/157.0,1/392.5,1/261.7
マイジャグラーV,1048,"2,790",-668,7,7,1/199.3,1/398.6,1/398.6
マイジャグラーV,1049,"1,052",-562,2,2,1/263.0,1/526.0,1/526.0
マイジャグラーV,1050,"6,414",-815,20,20,1/160.3,1/320.7,1/320.7
マイジャグラーV,1069,"7,994","+2,303",35,32,1/119.3,1/228.4,1/249.8
マイジャグラーV,1070,933,-532,2,2,1/233.2,1/466.5,1/466.5
マイジャグラーV,1071,795,-174,3,0,1/265.0,1/265.0,1/0.0
マイジャグラーV,1072,"5,238",+232,20,16,1/145.5,1/261.9,1/327.4
マイジャグラーV,1073,"5,651","+1,582",26,16,1/134.5,1/217.3,1/353.2
マイジャグラーV,1074,"4,171",-426,16,8,1/173.8,1/260.7,1/521.4
マイジャグラーV,1075,"2,120",-744,6,5,1/192.7,1/353.3,1/424.0
マイジャグラーV,1076,"7,960",+6,24,35,1/134.9,1/331.7,1/227.4
マイジャグラーV,1077,"6,911",+215,29,16,1/153.6,1/238.3,1/431.9
マイジャグラーV,1078,747,-615,1,0,1/747.0,1/747.0,1/0.0
マイジャグラーV,1079,"6,794","+1,547",33,19,1/130.7,1/205.9,1/357.6
マイジャグラーV,1080,"8,422","+1,776",41,20,1/138.1,1/205.4,1/421.1
マイジャグラーV,1081,"4,082",-324,14,8,1/185.5,1/291.6,1/510.2
マイジャグラーV,1082,"2,424","-1,359",6,2,1/303.0,1/404.0,1/1212.0
マイジャグラーV,1083,"1,740",-291,6,4,1/174.0,1/290.0,1/435.0
マイジャグラーV,1084,"6,165","-1,124",18,23,1/150.4,1/342.5,1/268.0
マイジャグラーV,1085,"6,164","-1,265",18,15,1/186.8,1/342.4,1/410.9
マイジャグラーV,1086,"4,604",-62,18,13,1/148.5,1/255.8,1/354.2
