機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"2,880",-44,12,6,1/160.0,1/240.0,1/480.0
マイジャグラーV,1002,"6,423",+15,20,30,1/128.5,1/321.1,1/214.1
マイジャグラーV,1003,"3,378",+415,13,10,1/146.9,1/259.8,1/337.8
マイジャグラーV,1004,"4,447",+900,21,8,1/153.3,1/211.8,1/555.9
マイジャグラーV,1005,"1,385",-126,5,3,1/173.1,1/277.0,1/461.7
マイジャグラーV,1006,"4,184",-597,14,11,1/167.4,1/298.9,1/380.4
マイジャグラーV,1007,"6,873","+1,076",28,20,1/143.2,1/245.5,1/343.6
マイジャグラーV,1008,"5,804","+1,276",29,16,1/129.0,1/200.1,1/362.8
マイジャグラーV,1009,"2,912",-491,8,12,1/145.6,1/364.0,1/242.7
マイジャグラーV,1010,"5,940","+2,144",29,24,1/112.1,1/204.8,1/247.5
マイジャグラーV,1011,"5,940",-779,18,18,1/165.0,1/330.0,1/330.0
マイジャグラーV,1012,"8,534","+3,259",39,33,1/118.5,1/218.8,1/258.6
マイジャグラーV,1013,"1,403",-703,2,5,1/200.4,1/701.5,1/280.6
マイジャグラーV,1014,"1,873",+191,9,2,1/170.3,1/208.1,1/936.5
マイジャグラーV,1015,"1,291",-756,2,4,1/215.2,1/645.5,1/322.8
マイジャグラーV,1016,692,-385,1,2,1/230.7,1/692.0,1/346.0
マイジャグラーV,1017,"5,933","+1,582",27,21,1/123.6,1/219.7,1/282.5
マイジャグラーV,1018,"1,821",-474,6,3,1/202.3,1/303.5,1/607.0
マイジャグラーV,1019,"2,149",-126,9,2,1/195.4,1/238.8,1/1074.5
マイジャグラーV,1020,"5,554",-679,19,16,1/158.7,1/292.3,1/347.1
マイジャグラーV,1021,"6,665",+44,27,14,1/162.6,1/246.9,1/476.1
マイジャグラーV,1022,"7,631",+524,28,26,1/141.3,1/272.5,1/293.5
マイジャグラーV,1023,"2,023","-1,265",4,3,1/289.0,1/505.8,1/674.3
マイジャグラーV,1024,"8,689","+2,568",37,35,1/120.7,1/234.8,1/248.3
マイジャグラーV,1025,"9,251","+1,544",34,40,1/125.0,1/272.1,1/231.3
マイジャグラーV,1026,"4,830",-32,17,16,1/146.4,1/284.1,1/301.9
マイジャグラーV,1027,"5,100",+465,24,11,1/145.7,1/212.5,1/463.6
マイジャグラーV,1028,"2,002",+62,8,4,1/166.8,1/250.2,1/500.5
マイジャグラーV,1029,"6,508","+1,076",31,12,1/151.3,1/209.9,1/542.3
マイジャグラーV,1030,337,-344,0,1,1/337.0,1/0.0,1/337.0
マイジャグラーV,1031,"7,792","+2,341",39,21,1/129.9,1/199.8,1/371.0
マイジャグラーV,1032,"3,539",+44,12,13,1/141.6,1/294.9,1/272.2
マイジャグラーV,1033,"5,037","+1,676",27,14,1/122.9,1/186.6,1/359.8
マイジャグラーV,1034,"1,389",-556,4,3,1/198.4,1/347.2,1/463.0
マイジャグラーV,1035,"2,550",-562,7,8,1/170.0,1/364.3,1/318.8
マイジャグラーV,1036,"3,103",-415,9,11,1/155.2,1/344.8,1/282.1
マイジャグラーV,1037,"2,172",-309,7,4,1/197.5,1/310.3,1/543.0
マイジャグラーV,1038,"4,612",-479,16,10,1/177.4,1/288.2,1/461.2
マイジャグラーV,1039,"1,890",+791,10,6,1/118.1,1/189.0,1/315.0
マイジャグラーV,1040,"7,471",+521,33,16,1/152.5,1/226.4,1/466.9
マイジャグラーV,1041,863,-474,2,1,1/287.7,1/431.5,1/863.0
マイジャグラーV,1042,"5,641","+1,571",28,17,1/125.4,1/201.5,1/331.8
マイジャグラーV,1043,"2,614",-203,9,5,1/186.7,1/290.4,1/522.8
マイジャグラーV,1044,"7,722","+1,324",36,23,1/130.9,1/214.5,1/335.7
マイジャグラーV,1045,"4,204","+1,535",23,13,1/116.8,1/182.8,1/323.4
マイジャグラーV,1046,"8,138","+1,774",35,30,1/125.2,1/232.5,1/271.3
マイジャグラーV,1047,"4,289",+382,17,16,1/130.0,1/252.3,1/268.1
マイジャグラーV,1048,"6,582",-700,21,21,1/156.7,1/313.4,1/313.4
マイジャグラーV,1049,"3,619",+821,18,9,1/134.0,1/201.1,1/402.1
マイジャグラーV,1050,"2,984",-221,11,8,1/157.1,1/271.3,1/373.0
マイジャグラーV,1069,"5,321",-332,17,15,1/166.3,1/313.0,1/354.7
