機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"2,334",-450,7,6,1/179.5,1/333.4,1/389.0
マイジャグラーV,1002,"2,139",+121,9,4,1/164.5,1/237.7,1/534.8
マイジャグラーV,1003,"1,653",-556,4,4,1/206.6,1/413.2,1/413.2
マイジャグラーV,1004,"4,987","-1,229",12,18,1/166.2,1/415.6,1/277.1
マイジャグラーV,1005,"1,104",-438,3,1,1/276.0,1/368.0,1/1104.0
マイジャグラーV,1006,"3,639",+644,18,6,1/151.6,1/202.2,1/606.5
マイジャグラーV,1007,736,-121,3,1,1/184.0,1/245.3,1/736.0
マイジャグラーV,1008,"4,183",-168,15,12,1/154.9,1/278.9,1/348.6
マイジャグラーV,1009,463,-268,1,0,1/463.0,1/463.0,1/0.0
マイジャグラーV,1010,"5,930",-103,23,13,1/164.7,1/257.8,1/456.2
マイジャグラーV,1011,801,-303,2,2,1/200.2,1/400.5,1/400.5
マイジャグラーV,1012,"6,385",-438,21,14,1/182.4,1/304.0,1/456.1
マイジャグラーV,1013,"2,440","-1,947",3,3,1/406.7,1/813.3,1/813.3
マイジャグラーV,1014,"1,246",-344,4,1,1/249.2,1/311.5,1/1246.0
マイジャグラーV,1015,"1,176",-103,4,3,1/168.0,1/294.0,1/392.0
マイジャグラーV,1016,296,-338,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1017,"7,289","+2,426",33,29,1/117.6,1/220.9,1/251.3
マイジャグラーV,1018,303,-309,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1019,"6,888",+865,27,20,1/146.6,1/255.1,1/344.4
マイジャグラーV,1020,731,-409,2,0,1/365.5,1/365.5,1/0.0
マイジャグラーV,1021,"2,994",-209,11,7,1/166.3,1/272.2,1/427.7
マイジャグラーV,1022,827,-244,2,1,1/275.7,1/413.5,1/827.0
マイジャグラーV,1023,"2,896",+559,15,5,1/144.8,1/193.1,1/579.2
マイジャグラーV,1024,322,-426,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1025,"3,579",-903,8,14,1/162.7,1/447.4,1/255.6
マイジャグラーV,1026,"2,605","-1,029",5,6,1/236.8,1/521.0,1/434.2
マイジャグラーV,1027,"6,437",-488,22,21,1/149.7,1/292.6,1/306.5
マイジャグラーV,1028,"2,079",-115,8,5,1/159.9,1/259.9,1/415.8
マイジャグラーV,1029,"1,431",-185,5,2,1/204.4,1/286.2,1/715.5
マイジャグラーV,1030,"3,304",-332,13,6,1/173.9,1/254.2,1/550.7
マイジャグラーV,1031,"4,840",+256,18,16,1/142.4,1/268.9,1/302.5
マイジャグラーV,1032,"2,436",-144,11,3,1/174.0,1/221.5,1/812.0
マイジャグラーV,1033,"6,079",-91,19,25,1/138.2,1/319.9,1/243.2
マイジャグラーV,1034,"2,181",+209,11,4,1/145.4,1/198.3,1/545.2
マイジャグラーV,1035,"6,902","+4,515",42,26,1/101.5,1/164.3,1/265.5
マイジャグラーV,1036,"1,246",+379,6,4,1/124.6,1/207.7,1/311.5
マイジャグラーV,1037,"2,957",-750,8,10,1/164.3,1/369.6,1/295.7
マイジャグラーV,1038,993,-221,3,3,1/165.5,1/331.0,1/331.0
マイジャグラーV,1039,"4,711",-488,17,11,1/168.2,1/277.1,1/428.3
マイジャグラーV,1040,330,-209,1,0,1/330.0,1/330.0,1/0.0
マイジャグラーV,1041,"8,116","+2,929",40,27,1/121.1,1/202.9,1/300.6
マイジャグラーV,1042,"4,179",-662,14,10,1/174.1,1/298.5,1/417.9
マイジャグラーV,1043,"2,111",-568,5,9,1/150.8,1/422.2,1/234.6
マイジャグラーV,1044,"1,244",-638,2,3,1/248.8,1/622.0,1/414.7
マイジャグラーV,1045,"4,564",+38,15,19,1/134.2,1/304.3,1/240.2
マイジャグラーV,1046,"6,510",+476,27,19,1/141.5,1/241.1,1/342.6
マイジャグラーV,1047,735,-550,1,1,1/367.5,1/735.0,1/735.0
マイジャグラーV,1048,"1,219",-391,5,0,1/243.8,1/243.8,1/0.0
マイジャグラーV,1049,"5,158",+703,22,13,1/147.4,1/234.5,1/396.8
マイジャグラーV,1050,"6,988","+1,488",33,19,1/134.4,1/211.8,1/367.8
マイジャグラーV,1069,"3,145",-468,11,4,1/209.7,1/285.9,1/786.2
マイジャグラーV,1070,"3,030",-838,7,8,1/202.0,1/432.9,1/378.8
マイジャグラーV,1071,"1,673",-132,6,4,1/167.3,1/278.8,1/418.2
マイジャグラーV,1072,"8,690","+3,009",35,40,1/115.9,1/248.3,1/217.2
マイジャグラーV,1073,"1,874",-915,3,7,1/187.4,1/624.7,1/267.7
マイジャグラーV,1074,"8,204","+1,182",32,27,1/139.1,1/256.4,1/303.9
マイジャグラーV,1075,"7,282","+1,888",33,25,1/125.6,1/220.7,1/291.3
マイジャグラーV,1076,972,-226,3,1,1/243.0,1/324.0,1/972.0
マイジャグラーV,1077,"4,008",-344,13,12,1/160.3,1/308.3,1/334.0
マイジャグラーV,1078,"2,149",+138,9,5,1/153.5,1/238.8,1/429.8
マイジャグラーV,1079,"8,633","+1,359",33,32,1/132.8,1/261.6,1/269.8
マイジャグラーV,1080,914,-656,2,0,1/457.0,1/457.0,1/0.0
マイジャグラーV,1081,"2,960","-1,053",6,10,1/185.0,1/493.3,1/296.0
マイジャグラーV,1082,"7,734","+1,738",33,27,1/128.9,1/234.4,1/286.4
マイジャグラーV,1083,539,-474,0,2,1/269.5,1/0.0,1/269.5
マイジャグラーV,1084,"6,811",+582,27,24,1/133.5,1/252.3,1/283.8
マイジャグラーV,1085,"5,219","-1,665",12,20,1/163.1,1/434.9,1/260.9
マイジャグラーV,1086,"1,400",-432,4,2,1/233.3,1/350.0,1/700.0
マイジャグラーV,1087,"3,502",+162,13,8,1/166.8,1/269.4,1/437.8
マイジャグラーV,1088,913,-332,3,2,1/182.6,1/304.3,1/456.5
マイジャグラーV,1089,"3,438",-947,10,7,1/202.2,1/343.8,1/491.1
マイジャグラーV,1090,"1,310",-144,5,1,1/218.3,1/262.0,1/1310.0
マイジャグラーV,1091,"3,505",+206,15,7,1/159.3,1/233.7,1/500.7
マイジャグラーV,1092,"3,865","-1,735",8,10,1/214.7,1/483.1,1/386.5
マイジャグラーV,1093,"8,320",+697,31,29,1/138.7,1/268.4,1/286.9
マイジャグラーV,1094,911,-303,2,4,1/151.8,1/455.5,1/227.8
マイジャグラーV,1095,"4,382",-415,14,14,1/156.5,1/313.0,1/313.0
マイジャグラーV,1096,"1,842",-656,4,5,1/204.7,1/460.5,1/368.4
マイジャグラーV,1097,"2,744",-438,10,4,1/196.0,1/274.4,1/686.0
マイジャグラーV,1098,584,-103,2,0,1/292.0,1/292.0,1/0.0
マイジャグラーV,1099,"5,252",+771,23,14,1/141.9,1/228.3,1/375.1
スマスロ北斗の拳,2229,"3,903",+88,40,11,1/76.5,1/97.6,1/354.8
スマスロ北斗の拳,2230,"3,796","-2,621",21,10,1/122.5,1/180.8,1/379.6
スマスロ北斗の拳,2231,"4,066","+1,315",56,11,1/60.7,1/72.6,1/369.6
スマスロ北斗の拳,2232,"1,435","-1,006",8,3,1/130.5,1/179.4,1/478.3
スマスロ北斗の拳,2233,"2,068","-1,347",13,4,1/121.6,1/159.1,1/517.0
スマスロ北斗の拳,2234,"1,235",-138,11,2,1/95.0,1/112.3,1/617.5
スマスロ北斗の拳,2235,489,-244,4,1,1/97.8,1/122.2,1/489.0
スマスロ北斗の拳,2236,709,-474,5,2,1/101.3,1/141.8,1/354.5
スマスロ北斗の拳,2237,"1,964",+91,22,7,1/67.7,1/89.3,1/280.6
スマスロ北斗の拳,2238,"2,546","-1,594",16,6,1/115.7,1/159.1,1/424.3
スマスロ北斗の拳,2239,"1,299",-321,13,3,1/81.2,1/99.9,1/433.0
スマスロ北斗の拳,2240,"5,199",-147,53,15,1/76.5,1/98.1,1/346.6
スマスロ北斗の拳,2242,"1,737","+4,338",54,3,1/30.5,1/32.2,1/579.0
スマスロ北斗の拳,2243,"2,751",+76,32,7,1/70.5,1/86.0,1/393.0
スマスロ北斗の拳,2244,"1,404",-62,15,4,1/73.9,1/93.6,1/351.0
スマスロ北斗の拳,2245,"1,751","-1,488",7,5,1/145.9,1/250.1,1/350.2
スマスロ北斗の拳,2246,"2,104","+2,903",46,5,1/41.3,1/45.7,1/420.8
スマスロ北斗の拳,2247,850,+632,16,2,1/47.2,1/53.1,1/425.0
スマスロ北斗の拳,2248,"1,191",+924,22,1,1/51.8,1/54.1,1/1191.0
スマスロ北斗の拳,2249,"6,569",-100,67,27,1/69.9,1/98.0,1/243.3
スマスロ北斗の拳,2250,"1,041",-244,8,2,1/104.1,1/130.1,1/520.5
