機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"5,350",-426,21,11,1/167.2,1/254.8,1/486.4
マイジャグラーV,1002,"2,371",-232,9,4,1/182.4,1/263.4,1/592.8
マイジャグラーV,1003,"3,092","+1,406",18,7,1/123.7,1/171.8,1/441.7
マイジャグラーV,1004,427,-374,1,0,1/427.0,1/427.0,1/0.0
マイジャグラーV,1005,"6,220",+121,21,23,1/141.4,1/296.2,1/270.4
マイジャグラーV,1006,"7,253","+1,597",34,22,1/129.5,1/213.3,1/329.7
マイジャグラーV,1007,765,-162,3,1,1/191.2,1/255.0,1/765.0
マイジャグラーV,1008,"6,926","+1,265",31,24,1/125.9,1/223.4,1/288.6
マイジャグラーV,1009,"5,381",+91,22,13,1/153.7,1/244.6,1/413.9
マイジャグラーV,1010,"5,975",-335,19,21,1/149.4,1/314.5,1/284.5
マイジャグラーV,1011,"6,530",+138,23,24,1/138.9,1/283.9,1/272.1
マイジャグラーV,1012,"1,299",-291,5,2,1/185.6,1/259.8,1/649.5
マイジャグラーV,1013,"2,702",-26,10,7,1/158.9,1/270.2,1/386.0
マイジャグラーV,1014,"2,630",+32,12,4,1/164.4,1/219.2,1/657.5
マイジャグラーV,1015,"5,699",+597,23,13,1/158.3,1/247.8,1/438.4
マイジャグラーV,1016,"3,113",+32,13,6,1/163.8,1/239.5,1/518.8
マイジャグラーV,1017,931,-574,1,3,1/232.8,1/931.0,1/310.3
マイジャグラーV,1018,"1,871",-362,6,5,1/170.1,1/311.8,1/374.2
マイジャグラーV,1019,"4,524","+2,953",29,13,1/107.7,1/156.0,1/348.0
マイジャグラーV,1020,"3,257",+174,13,8,1/155.1,1/250.5,1/407.1
マイジャグラーV,1021,"6,407",+594,26,25,1/125.6,1/246.4,1/256.3
マイジャグラーV,1022,"8,256","-1,650",20,32,1/158.8,1/412.8,1/258.0
マイジャグラーV,1023,"1,223",+44,6,2,1/152.9,1/203.8,1/611.5
マイジャグラーV,1024,"4,950",-432,19,11,1/165.0,1/260.5,1/450.0
マイジャグラーV,1025,939,-309,3,1,1/234.8,1/313.0,1/939.0
マイジャグラーV,1026,"3,162",-197,12,9,1/150.6,1/263.5,1/351.3
マイジャグラーV,1027,"5,759","+1,297",29,13,1/137.1,1/198.6,1/443.0
マイジャグラーV,1028,824,-179,3,1,1/206.0,1/274.7,1/824.0
マイジャグラーV,1029,"2,183",-174,7,5,1/181.9,1/311.9,1/436.6
