機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"5,628",+203,26,8,1/165.5,1/216.5,1/703.5
マイジャグラーV,1002,553,-450,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1003,"7,256","+1,571",33,24,1/127.3,1/219.9,1/302.3
マイジャグラーV,1004,"5,728","+3,376",31,21,1/110.2,1/184.8,1/272.8
マイジャグラーV,1005,"3,146",+115,13,7,1/157.3,1/242.0,1/449.4
マイジャグラーV,1006,576,-544,0,1,1/576.0,1/0.0,1/576.0
マイジャグラーV,1007,"3,611",+771,17,8,1/144.4,1/212.4,1/451.4
マイジャグラーV,1008,"1,625",-803,3,4,1/232.1,1/541.7,1/406.2
マイジャグラーV,1009,"4,055",-374,17,6,1/176.3,1/238.5,1/675.8
マイジャグラーV,1010,"2,130",-779,7,1,1/266.2,1/304.3,1/2130.0
マイジャグラーV,1011,"1,502",-897,2,6,1/187.8,1/751.0,1/250.3
マイジャグラーV,1012,"6,533",+900,28,20,1/136.1,1/233.3,1/326.6
マイジャグラーV,1013,"7,394",+426,26,30,1/132.0,1/284.4,1/246.5
マイジャグラーV,1014,"2,035",-162,7,7,1/145.4,1/290.7,1/290.7
マイジャグラーV,1015,"1,604",-215,6,1,1/229.1,1/267.3,1/1604.0
マイジャグラーV,1016,771,-721,0,2,1/385.5,1/0.0,1/385.5
マイジャグラーV,1017,"3,796",+209,15,11,1/146.0,1/253.1,1/345.1
マイジャグラーV,1018,"7,086","+1,124",29,27,1/126.5,1/244.3,1/262.4
マイジャグラーV,1019,"4,053","-1,676",7,14,1/193.0,1/579.0,1/289.5
マイジャグラーV,1020,"3,232",-885,9,6,1/215.5,1/359.1,1/538.7
マイジャグラーV,1021,"6,400","+3,518",33,29,1/103.2,1/193.9,1/220.7
マイジャグラーV,1022,"3,072",-379,9,11,1/153.6,1/341.3,1/279.3
マイジャグラーV,1023,"1,337",-574,3,3,1/222.8,1/445.7,1/445.7
マイジャグラーV,1024,"2,508",-332,8,8,1/156.8,1/313.5,1/313.5
マイジャグラーV,1025,"2,587",-644,7,8,1/172.5,1/369.6,1/323.4
マイジャグラーV,1026,"1,339",-479,3,2,1/267.8,1/446.3,1/669.5
マイジャグラーV,1027,"6,218",+76,27,11,1/163.6,1/230.3,1/565.3
マイジャグラーV,1028,337,-309,0,1,1/337.0,1/0.0,1/337.0
マイジャグラーV,1029,"4,061",-276,15,9,1/169.2,1/270.7,1/451.2
マイジャグラーV,1030,"4,729",-609,15,14,1/163.1,1/315.3,1/337.8
マイジャグラーV,1031,904,-632,1,2,1/301.3,1/904.0,1/452.0
マイジャグラーV,1032,"5,648",+924,22,23,1/125.5,1/256.7,1/245.6
マイジャグラーV,1033,"3,227",+726,15,8,1/140.3,1/215.1,1/403.4
マイジャグラーV,1034,"1,376",-709,3,4,1/196.6,1/458.7,1/344.0
マイジャグラーV,1035,"3,791","+1,218",21,6,1/140.4,1/180.5,1/631.8
マイジャグラーV,1036,"5,636",-762,17,19,1/156.6,1/331.5,1/296.6
マイジャグラーV,1037,"6,773","+1,559",28,27,1/123.1,1/241.9,1/250.9
マイジャグラーV,1038,984,-197,3,2,1/196.8,1/328.0,1/492.0
マイジャグラーV,1039,825,-850,0,2,1/412.5,1/0.0,1/412.5
マイジャグラーV,1040,"1,297",-785,2,3,1/259.4,1/648.5,1/432.3
マイジャグラーV,1041,"7,744","+1,182",34,21,1/140.8,1/227.8,1/368.8
マイジャグラーV,1042,"5,911",+426,22,21,1/137.5,1/268.7,1/281.5
マイジャグラーV,1043,903,-703,1,2,1/301.0,1/903.0,1/451.5
マイジャグラーV,1044,"4,770",-256,18,10,1/170.4,1/265.0,1/477.0
マイジャグラーV,1045,"3,994",+256,16,12,1/142.6,1/249.6,1/332.8
マイジャグラーV,1046,"1,705",+138,5,8,1/131.2,1/341.0,1/213.1
マイジャグラーV,1047,"2,294",-509,5,6,1/208.5,1/458.8,1/382.3
マイジャグラーV,1048,"4,784","-1,571",10,14,1/199.3,1/478.4,1/341.7
マイジャグラーV,1049,"7,398","+1,112",27,32,1/125.4,1/274.0,1/231.2
マイジャグラーV,1050,"1,889",+221,7,8,1/125.9,1/269.9,1/236.1
マイジャグラーV,1069,"5,790",-97,22,19,1/141.2,1/263.2,1/304.7
マイジャグラーV,1070,588,-774,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1071,"7,134",-253,26,21,1/151.8,1/274.4,1/339.7
マイジャグラーV,1072,"3,755",-332,13,11,1/156.5,1/288.8,1/341.4
マイジャグラーV,1073,"5,829",+268,21,21,1/138.8,1/277.6,1/277.6
マイジャグラーV,1074,"1,724",+232,8,2,1/172.4,1/215.5,1/862.0
マイジャグラーV,1075,"3,611",+685,17,10,1/133.7,1/212.4,1/361.1
マイジャグラーV,1076,"2,887",+32,12,5,1/169.8,1/240.6,1/577.4
マイジャグラーV,1077,"7,753","+2,285",36,32,1/114.0,1/215.4,1/242.3
マイジャグラーV,1078,446,-509,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1079,"5,854",-656,19,18,1/158.2,1/308.1,1/325.2
マイジャグラーV,1080,"1,252","-1,088",2,1,1/417.3,1/626.0,1/1252.0
マイジャグラーV,1081,"3,133",-191,12,6,1/174.1,1/261.1,1/522.2
マイジャグラーV,1082,"3,344",+62,14,10,1/139.3,1/238.9,1/334.4
マイジャグラーV,1083,"1,100",-415,3,2,1/220.0,1/366.7,1/550.0
マイジャグラーV,1084,"5,814",+76,24,14,1/153.0,1/242.2,1/415.3
マイジャグラーV,1085,"5,029",-21,18,18,1/139.7,1/279.4,1/279.4
マイジャグラーV,1086,"3,076",-262,12,6,1/170.9,1/256.3,1/512.7
マイジャグラーV,1087,"4,052",+85,14,12,1/155.8,1/289.4,1/337.7
マイジャグラーV,1088,"8,208","+4,994",47,29,1/108.0,1/174.6,1/283.0
マイジャグラーV,1089,"1,416",-579,3,2,1/283.2,1/472.0,1/708.0
マイジャグラーV,1090,"3,555",-526,12,9,1/169.3,1/296.2,1/395.0
マイジャグラーV,1091,"1,604",+191,8,1,1/178.2,1/200.5,1/1604.0
マイジャグラーV,1092,"4,639","+1,135",22,13,1/132.5,1/210.9,1/356.8
マイジャグラーV,1093,"1,801",-662,4,5,1/200.1,1/450.2,1/360.2
マイジャグラーV,1094,"7,640","+2,426",35,26,1/125.2,1/218.3,1/293.8
マイジャグラーV,1095,"5,844",-291,19,20,1/149.8,1/307.6,1/292.2
マイジャグラーV,1096,"4,374",-26,17,11,1/156.2,1/257.3,1/397.6
マイジャグラーV,1097,"1,671",-379,6,4,1/167.1,1/278.5,1/417.8
マイジャグラーV,1098,"4,146",+50,15,13,1/148.1,1/276.4,1/318.9
マイジャグラーV,1099,"3,436","-1,747",6,6,1/286.3,1/572.7,1/572.7
モンスターハンターライズ,2059,"1,772",-21,23,9,1/55.4,1/77.0,1/196.9
モンスターハンターライズ,2060,"4,983","+2,762",82,27,1/45.7,1/60.8,1/184.6
モンスターハンターライズ,2061,"1,136","+1,182",24,5,1/39.2,1/47.3,1/227.2
モンスターハンターライズ,2062,"2,998","+2,632",52,9,1/49.1,1/57.7,1/333.1
モンスターハンターライズ,2063,"3,740",+971,56,19,1/49.9,1/66.8,1/196.8
モンスターハンターライズ,2064,"3,839","-3,494",21,9,1/128.0,1/182.8,1/426.6
モンスターハンターライズ,2065,"2,651",+721,35,11,1/57.6,1/75.7,1/241.0
モンスターハンターライズ,2066,"2,042",-338,22,5,1/75.6,1/92.8,1/408.4
モンスターハンターライズ,2067,"1,310","-1,312",5,3,1/163.8,1/262.0,1/436.7
モンスターハンターライズ,2068,"2,809",-697,29,8,1/75.9,1/96.9,1/351.1
モンスターハンターライズ,2103,"1,185","-1,065",5,3,1/148.1,1/237.0,1/395.0
モンスターハンターライズ,2104,"2,277","-1,771",15,7,1/103.5,1/151.8,1/325.3
モンスターハンターライズ,2105,"2,229",-432,23,5,1/79.6,1/96.9,1/445.8
モンスターハンターライズ,2106,777,-538,5,2,1/111.0,1/155.4,1/388.5
モンスターハンターライズ,2107,"1,706","-1,582",8,5,1/131.2,1/213.2,1/341.2
モンスターハンターライズ,2108,"5,098","+5,109",83,21,1/49.0,1/61.4,1/242.8
モンスターハンターライズ,2109,984,"-1,041",3,2,1/196.8,1/328.0,1/492.0
モンスターハンターライズ,2110,"4,704","-1,400",52,20,1/65.3,1/90.5,1/235.2
モンスターハンターライズ,2111,"3,744","-1,429",36,13,1/76.4,1/104.0,1/288.0
モンスターハンターライズ,2112,"3,437",+982,53,14,1/51.3,1/64.8,1/245.5
モンスターハンターライズ,2113,"3,277","-1,229",29,8,1/88.6,1/113.0,1/409.6
モンスターハンターライズ,2114,"2,486","+4,571",56,11,1/37.1,1/44.4,1/226.0
モンスターハンターライズ,2115,"1,260","-1,335",5,2,1/180.0,1/252.0,1/630.0
モンスターハンターライズ,2116,"2,368","-2,126",16,7,1/103.0,1/148.0,1/338.3
モンスターハンターライズ,2117,650,-644,3,2,1/130.0,1/216.7,1/325.0
モンスターハンターライズ,2118,"2,669","+3,829",45,10,1/48.5,1/59.3,1/266.9
モンスターハンターライズ,2119,"1,501",+403,24,3,1/55.6,1/62.5,1/500.3
モンスターハンターライズ,2120,661,-303,5,3,1/82.6,1/132.2,1/220.3
スマスロ北斗の拳,2207,663,-562,2,1,1/221.0,1/331.5,1/663.0
スマスロ北斗の拳,2208,"4,487","-2,162",27,8,1/128.2,1/166.2,1/560.9
スマスロ北斗の拳,2209,412,-256,3,1,1/103.0,1/137.3,1/412.0
スマスロ北斗の拳,2210,728,"+1,382",21,1,1/33.1,1/34.7,1/728.0
スマスロ北斗の拳,2211,"3,996","+1,438",57,17,1/54.0,1/70.1,1/235.1
スマスロ北斗の拳,2212,"1,057",+115,13,4,1/62.2,1/81.3,1/264.2
スマスロ北斗の拳,2213,338,+168,5,1,1/56.3,1/67.6,1/338.0
スマスロ北斗の拳,2214,795,+676,14,3,1/46.8,1/56.8,1/265.0
スマスロ北斗の拳,2215,"1,409","+1,300",28,2,1/47.0,1/50.3,1/704.5
スマスロ北斗の拳,2216,"1,948",-688,17,5,1/88.5,1/114.6,1/389.6
スマスロ北斗の拳,2225,"5,172","+2,718",78,20,1/52.8,1/66.3,1/258.6
スマスロ北斗の拳,2226,134,+232,3,1,1/33.5,1/44.7,1/134.0
スマスロ北斗の拳,2227,812,"+1,065",20,1,1/38.7,1/40.6,1/812.0
スマスロ北斗の拳,2228,176,"+1,265",11,1,1/14.7,1/16.0,1/176.0
スマスロ北斗の拳,2229,875,-926,3,1,1/218.8,1/291.7,1/875.0
スマスロ北斗の拳,2230,930,-244,9,1,1/93.0,1/103.3,1/930.0
スマスロ北斗の拳,2231,"1,012","+1,300",24,1,1/40.5,1/42.2,1/1012.0
スマスロ北斗の拳,2232,554,+91,6,1,1/79.1,1/92.3,1/554.0
スマスロ北斗の拳,2233,"3,698",+912,46,11,1/64.9,1/80.4,1/336.2
スマスロ北斗の拳,2234,353,-97,3,1,1/88.2,1/117.7,1/353.0
スマスロ北斗の拳,2235,458,-438,2,1,1/152.7,1/229.0,1/458.0
スマスロ北斗の拳,2236,"3,602",-859,32,7,1/92.4,1/112.6,1/514.6
スマスロ北斗の拳,2237,"2,853","-1,244",23,5,1/101.9,1/124.0,1/570.6
スマスロ北斗の拳,2238,240,+903,9,1,1/24.0,1/26.7,1/240.0
スマスロ北斗の拳,2239,"4,071","+1,512",53,14,1/60.8,1/76.8,1/290.8
スマスロ北斗の拳,2240,"4,997",-371,50,15,1/76.9,1/99.9,1/333.1
ゴーゴージャグラー3,1100,"1,631",-285,6,4,1/163.1,1/271.8,1/407.8
ゴーゴージャグラー3,1101,"1,815",-256,7,4,1/165.0,1/259.3,1/453.8
ゴーゴージャグラー3,1102,868,-697,1,3,1/217.0,1/868.0,1/289.3
ゴーゴージャグラー3,1103,"3,984",+874,18,15,1/120.7,1/221.3,1/265.6
ゴーゴージャグラー3,1104,"1,550",-532,5,2,1/221.4,1/310.0,1/775.0
ゴーゴージャグラー3,1105,"2,367",+215,11,6,1/139.2,1/215.2,1/394.5
ゴーゴージャグラー3,1106,"7,112","-1,606",19,25,1/161.6,1/374.3,1/284.5
ゴーゴージャグラー3,1107,"1,162",-691,2,4,1/193.7,1/581.0,1/290.5
ゴーゴージャグラー3,1108,"4,468","+1,359",22,17,1/114.6,1/203.1,1/262.8
ゴーゴージャグラー3,1109,"1,180",-344,5,1,1/196.7,1/236.0,1/1180.0
ゴーゴージャグラー3,1110,"1,307",-221,4,4,1/163.4,1/326.8,1/326.8
ゴーゴージャグラー3,1111,"2,754",-591,8,9,1/162.0,1/344.2,1/306.0
ゴーゴージャグラー3,1112,"1,168",+806,8,4,1/97.3,1/146.0,1/292.0
ゴーゴージャグラー3,1113,"5,730","+2,021",31,20,1/112.4,1/184.8,1/286.5
ゴーゴージャグラー3,1123,"1,466",+85,7,2,1/162.9,1/209.4,1/733.0
ゴーゴージャグラー3,1124,"2,286",-432,7,8,1/152.4,1/326.6,1/285.8
ゴーゴージャグラー3,1125,"1,935",+615,9,7,1/120.9,1/215.0,1/276.4
ゴーゴージャグラー3,1126,"5,829",+935,27,22,1/119.0,1/215.9,1/265.0
ゴーゴージャグラー3,1127,"2,209",-456,7,7,1/157.8,1/315.6,1/315.6
ゴーゴージャグラー3,1128,803,-332,2,2,1/200.8,1/401.5,1/401.5
ゴーゴージャグラー3,1129,"4,437","+1,438",23,16,1/113.8,1/192.9,1/277.3
モンキーターンV,2121,"2,863","+10,709",80,13,1/30.8,1/35.8,1/220.2
モンキーターンV,2122,"2,744","+5,771",41,13,1/50.8,1/66.9,1/211.1
モンキーターンV,2123,"1,973","-1,276",15,6,1/94.0,1/131.5,1/328.8
モンキーターンV,2124,"2,305",+971,31,11,1/54.9,1/74.4,1/209.5
モンキーターンV,2135,"3,139","-1,324",30,10,1/78.5,1/104.6,1/313.9
モンキーターンV,2136,"4,311","+1,703",58,13,1/60.7,1/74.3,1/331.6
モンキーターンV,2137,"1,131","-1,312",4,2,1/188.5,1/282.8,1/565.5
モンキーターンV,2138,"1,098","-1,453",2,2,1/274.5,1/549.0,1/549.0
モンキーターンV,2139,"3,654",-853,37,16,1/68.9,1/98.8,1/228.4
モンキーターンV,2140,"2,551","+3,259",37,12,1/52.1,1/68.9,1/212.6
モンキーターンV,2141,"3,550",+215,42,18,1/59.2,1/84.5,1/197.2
モンキーターンV,2142,"4,039","+1,209",47,12,1/68.5,1/85.9,1/336.6
モンキーターンV,2143,"3,281","+2,726",60,12,1/45.6,1/54.7,1/273.4
モンキーターンV,2144,705,-715,4,2,1/117.5,1/176.2,1/352.5
モンキーターンV,2145,"2,617","+5,126",42,8,1/52.3,1/62.3,1/327.1
モンキーターンV,2146,579,-456,4,2,1/96.5,1/144.8,1/289.5
モンキーターンV,2147,"3,774","+6,115",79,15,1/40.1,1/47.8,1/251.6
モンキーターンV,2148,921,"-1,194",2,2,1/230.2,1/460.5,1/460.5
モンキーターンV,2149,"2,266",-229,23,8,1/73.1,1/98.5,1/283.2
モンキーターンV,2150,"3,997","-1,509",37,16,1/75.4,1/108.0,1/249.8
ディスクアップ ULTRAREMIX,2221,769,-803,1,1,1/384.5,1/769.0,1/769.0
ディスクアップ ULTRAREMIX,2222,"6,949","+2,391",28,17,1/154.4,1/248.2,1/408.8
ディスクアップ ULTRAREMIX,2223,998,+409,4,3,1/142.6,1/249.5,1/332.7
ディスクアップ ULTRAREMIX,2224,"4,927",+585,17,11,1/176.0,1/289.8,1/447.9
ディスクアップ ULTRAREMIX,2242,"6,345","+5,771",32,16,1/132.2,1/198.3,1/396.6
ディスクアップ ULTRAREMIX,2243,418,-679,0,0,1/0.0,1/0.0,1/0.0
ディスクアップ ULTRAREMIX,2244,"2,890","-1,735",6,8,1/206.4,1/481.7,1/361.2
ディスクアップ ULTRAREMIX,2245,"1,178",+32,4,2,1/196.3,1/294.5,1/589.0
ディスクアップ ULTRAREMIX,2246,"1,692",+150,6,3,1/188.0,1/282.0,1/564.0
ディスクアップ ULTRAREMIX,2247,"4,816",+468,18,9,1/178.4,1/267.6,1/535.1
ディスクアップ ULTRAREMIX,2248,350,-97,1,0,1/350.0,1/350.0,1/0.0
ディスクアップ ULTRAREMIX,2249,"4,516","+1,685",19,10,1/155.7,1/237.7,1/451.6
ディスクアップ ULTRAREMIX,2250,288,+203,2,0,1/144.0,1/144.0,1/0.0
ディスクアップ ULTRAREMIX,2251,"2,774","+1,688",15,3,1/154.1,1/184.9,1/924.7
ディスクアップ ULTRAREMIX,2252,"2,015","-1,006",4,3,1/287.9,1/503.8,1/671.7
ディスクアップ ULTRAREMIX,2253,"2,334","-1,629",4,6,1/233.4,1/583.5,1/389.0
ディスクアップ ULTRAREMIX,2254,"2,612",-171,9,1,1/261.2,1/290.2,1/2612.0
からくりサーカス,2173,184,-44,2,1,1/61.3,1/92.0,1/184.0
からくりサーカス,2174,89,-138,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,2175,986,-256,14,2,1/61.6,1/70.4,1/493.0
からくりサーカス,2176,86,-132,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,2177,944,"-1,018",4,3,1/134.9,1/236.0,1/314.7
からくりサーカス,2178,"2,499","-3,235",6,5,1/227.2,1/416.5,1/499.8
からくりサーカス,2179,804,"-1,018",2,2,1/201.0,1/402.0,1/402.0
からくりサーカス,2180,"1,936","-2,268",7,4,1/176.0,1/276.6,1/484.0
からくりサーカス,2195,"2,576",-197,34,9,1/59.9,1/75.8,1/286.2
からくりサーカス,2196,96,-168,0,1,1/96.0,1/0.0,1/96.0
からくりサーカス,2197,787,-485,5,0,1/157.4,1/157.4,1/0.0
からくりサーカス,2198,"1,400","-1,465",6,4,1/140.0,1/233.3,1/350.0
からくりサーカス,2199,"1,760","+1,994",38,7,1/39.1,1/46.3,1/251.4
からくりサーカス,2200,"2,665",+688,0,6,1/444.2,1/0.0,1/444.2
ジャグラーガールズ,1137,"2,226",+138,9,5,1/159.0,1/247.3,1/445.2
ジャグラーガールズ,1138,"2,715",+56,12,5,1/159.7,1/226.2,1/543.0
ジャグラーガールズ,1139,"1,352",+221,6,5,1/122.9,1/225.3,1/270.4
ジャグラーガールズ,1140,905,-274,2,3,1/181.0,1/452.5,1/301.7
ジャグラーガールズ,1141,"1,692",+759,9,9,1/94.0,1/188.0,1/188.0
ジャグラーガールズ,1142,"1,452",-138,5,4,1/161.3,1/290.4,1/363.0
ジャグラーガールズ,1143,"2,495",-332,10,4,1/178.2,1/249.5,1/623.8
ジャグラーガールズ,1145,652,-303,2,0,1/326.0,1/326.0,1/0.0
ジャグラーガールズ,1146,"1,991",-526,7,2,1/221.2,1/284.4,1/995.5
ジャグラーガールズ,1147,"1,577",-515,4,5,1/175.2,1/394.2,1/315.4
ジャグラーガールズ,1148,399,-479,0,0,1/0.0,1/0.0,1/0.0
ジャグラーガールズ,1149,"2,707",-276,9,8,1/159.2,1/300.8,1/338.4
ジャグラーガールズ,1150,"1,008",-474,2,3,1/201.6,1/504.0,1/336.0
アイムジャグラーEX-TP,1130,"4,894",-559,16,17,1/148.3,1/305.9,1/287.9
アイムジャグラーEX-TP,1131,794,-721,0,1,1/794.0,1/0.0,1/794.0
アイムジャグラーEX-TP,1132,"2,884","+1,703",19,3,1/131.1,1/151.8,1/961.3
アイムジャグラーEX-TP,1133,"2,925",-209,11,3,1/208.9,1/265.9,1/975.0
アイムジャグラーEX-TP,1134,"1,187",-674,2,2,1/296.8,1/593.5,1/593.5
アイムジャグラーEX-TP,1135,"2,010",-38,8,4,1/167.5,1/251.2,1/502.5
アイムジャグラーEX-TP,1136,"4,290","-1,406",11,12,1/186.5,1/390.0,1/357.5
アイムジャグラーEX-TP,1151,"2,388","-1,265",6,2,1/298.5,1/398.0,1/1194.0
アイムジャグラーEX-TP,1152,"2,452",+356,11,7,1/136.2,1/222.9,1/350.3
アイムジャグラーEX-TP,1153,"2,527",+38,8,10,1/140.4,1/315.9,1/252.7
アイムジャグラーEX-TP,1154,"4,914","+1,935",27,15,1/117.0,1/182.0,1/327.6
アイムジャグラーEX-TP,1155,"2,509",+994,12,10,1/114.0,1/209.1,1/250.9
ゴッドイーター リザレクション,2125,"1,826",-441,19,6,1/73.0,1/96.1,1/304.3
ゴッドイーター リザレクション,2126,"1,421","-2,056",3,2,1/284.2,1/473.7,1/710.5
ゴッドイーター リザレクション,2127,"2,308","-1,653",19,5,1/96.2,1/121.5,1/461.6
ゴッドイーター リザレクション,2128,"2,040",+194,30,9,1/52.3,1/68.0,1/226.7
ゴッドイーター リザレクション,2129,"4,042","+6,018",97,17,1/35.5,1/41.7,1/237.8
ゴッドイーター リザレクション,2130,"1,447","-1,453",9,3,1/120.6,1/160.8,1/482.3
ゴッドイーター リザレクション,2131,"1,772","+6,444",56,4,1/29.5,1/31.6,1/443.0
ゴッドイーター リザレクション,2132,486,+262,9,1,1/48.6,1/54.0,1/486.0
ゴッドイーター リザレクション,2133,"5,250",-906,63,18,1/64.8,1/83.3,1/291.7
ゴッドイーター リザレクション,2134,"1,208",-559,10,3,1/92.9,1/120.8,1/402.7
ファンキージャグラー2,1051,912,-697,1,2,1/304.0,1/912.0,1/456.0
ファンキージャグラー2,1052,"5,095",+644,23,13,1/141.5,1/221.5,1/391.9
ファンキージャグラー2,1053,"1,085",-156,4,2,1/180.8,1/271.2,1/542.5
ファンキージャグラー2,1054,"3,847",+759,20,6,1/148.0,1/192.3,1/641.2
ファンキージャグラー2,1055,"4,815","+1,700",30,9,1/123.5,1/160.5,1/535.0
ファンキージャグラー2,1056,626,-415,1,1,1/313.0,1/626.0,1/626.0
ファンキージャグラー2,1057,"7,943","+2,056",39,22,1/130.2,1/203.7,1/361.0
ファンキージャグラー2,1058,196,-250,0,1,1/196.0,1/0.0,1/196.0
ファンキージャグラー2,1059,"1,613",-344,4,6,1/161.3,1/403.2,1/268.8
ファンキージャグラー2,1060,"4,267","+1,441",20,16,1/118.5,1/213.3,1/266.7
革命機ヴァルヴレイヴ,2201,0,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,2202,600,-503,1,2,1/200.0,1/600.0,1/300.0
革命機ヴァルヴレイヴ,2203,0,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,2204,0,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,2205,0,0,0,0,1/0.0,1/0.0,1/0.0
