機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"1,887",+144,8,5,1/145.2,1/235.9,1/377.4
マイジャグラーV,1002,625,-397,1,0,1/625.0,1/625.0,1/0.0
マイジャグラーV,1003,"7,033",+818,25,28,1/132.7,1/281.3,1/251.2
マイジャグラーV,1004,"5,337","+1,159",23,19,1/127.1,1/232.0,1/280.9
マイジャグラーV,1005,918,-15,4,1,1/183.6,1/229.5,1/918.0
マイジャグラーV,1006,"1,330",-841,3,2,1/266.0,1/443.3,1/665.0
マイジャグラーV,1007,326,-456,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1008,"3,541",+356,16,10,1/136.2,1/221.3,1/354.1
マイジャグラーV,1009,"8,477","+3,188",36,43,1/107.3,1/235.5,1/197.1
マイジャグラーV,1010,957,-203,3,3,1/159.5,1/319.0,1/319.0
マイジャグラーV,1011,"7,710","+1,735",30,33,1/122.4,1/257.0,1/233.6
マイジャグラーV,1012,343,-126,1,0,1/343.0,1/343.0,1/0.0
マイジャグラーV,1013,"5,707","+1,315",25,18,1/132.7,1/228.3,1/317.1
マイジャグラーV,1014,"1,692",-597,4,4,1/211.5,1/423.0,1/423.0
マイジャグラーV,1015,"2,340",+185,10,5,1/156.0,1/234.0,1/468.0
マイジャグラーV,1016,"1,537",-103,5,4,1/170.8,1/307.4,1/384.2
マイジャグラーV,1017,"1,725",-391,5,4,1/191.7,1/345.0,1/431.2
マイジャグラーV,1018,"1,352",+321,7,1,1/169.0,1/193.1,1/1352.0
マイジャグラーV,1019,"1,136",-303,3,3,1/189.3,1/378.7,1/378.7
マイジャグラーV,1020,"7,761","+1,418",34,22,1/138.6,1/228.3,1/352.8
マイジャグラーV,1021,"2,241",-809,6,4,1/224.1,1/373.5,1/560.2
マイジャグラーV,1022,"7,383","+1,053",29,27,1/131.8,1/254.6,1/273.4
マイジャグラーV,1023,"3,552",+356,15,10,1/142.1,1/236.8,1/355.2
マイジャグラーV,1024,"1,196",-168,5,2,1/170.9,1/239.2,1/598.0
マイジャグラーV,1025,"1,367",-691,2,3,1/273.4,1/683.5,1/455.7
マイジャグラーV,1026,"3,678",-397,12,10,1/167.2,1/306.5,1/367.8
マイジャグラーV,1027,"7,618","+1,759",37,16,1/143.7,1/205.9,1/476.1
マイジャグラーV,1028,112,-156,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1029,"4,227","+1,076",20,13,1/128.1,1/211.3,1/325.2
マイジャグラーV,1030,"1,866",+3,8,2,1/186.6,1/233.2,1/933.0
マイジャグラーV,1031,425,-438,0,1,1/425.0,1/0.0,1/425.0
マイジャグラーV,1032,"5,941","+1,547",27,21,1/123.8,1/220.0,1/282.9
マイジャグラーV,1033,"9,443","+3,141",42,40,1/115.2,1/224.8,1/236.1
マイジャグラーV,1034,916,-615,2,1,1/305.3,1/458.0,1/916.0
マイジャグラーV,1035,"2,343",-226,9,6,1/156.2,1/260.3,1/390.5
マイジャグラーV,1036,"1,758",-150,7,4,1/159.8,1/251.1,1/439.5
マイジャグラーV,1037,"8,057","+1,065",32,29,1/132.1,1/251.8,1/277.8
マイジャグラーV,1038,112,-185,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1039,"8,616","+2,200",37,39,1/113.4,1/232.9,1/220.9
マイジャグラーV,1040,345,-150,1,0,1/345.0,1/345.0,1/0.0
マイジャグラーV,1041,"2,464",-703,9,2,1/224.0,1/273.8,1/1232.0
マイジャグラーV,1042,"6,425",-65,22,19,1/156.7,1/292.0,1/338.2
マイジャグラーV,1043,"2,540",-421,6,8,1/181.4,1/423.3,1/317.5
マイジャグラーV,1044,"6,041","+1,276",25,24,1/123.3,1/241.6,1/251.7
マイジャグラーV,1045,"8,660","+3,259",40,34,1/117.0,1/216.5,1/254.7
マイジャグラーV,1046,"3,739",+632,18,9,1/138.5,1/207.7,1/415.4
マイジャグラーV,1047,"2,203",-850,5,8,1/169.5,1/440.6,1/275.4
マイジャグラーV,1048,"5,523",+606,21,20,1/134.7,1/263.0,1/276.1
マイジャグラーV,1049,"2,407",-853,4,10,1/171.9,1/601.8,1/240.7
マイジャグラーV,1050,"3,313",-547,10,7,1/194.9,1/331.3,1/473.3
マイジャグラーV,1069,"2,162",-938,4,6,1/216.2,1/540.5,1/360.3
マイジャグラーV,1070,"3,632",-432,13,8,1/173.0,1/279.4,1/454.0
マイジャグラーV,1071,"1,720",-38,7,3,1/172.0,1/245.7,1/573.3
マイジャグラーV,1072,"5,299",-571,18,14,1/165.6,1/294.4,1/378.5
マイジャグラーV,1073,"9,472","+2,762",39,37,1/124.6,1/242.9,1/256.0
マイジャグラーV,1074,"1,051",-738,1,5,1/175.2,1/1051.0,1/210.2
マイジャグラーV,1075,"4,994","+1,241",20,26,1/108.6,1/249.7,1/192.1
マイジャグラーV,1076,"2,651",+38,12,4,1/165.7,1/220.9,1/662.8
マイジャグラーV,1077,"3,429","-1,653",6,9,1/228.6,1/571.5,1/381.0
マイジャグラーV,1078,"1,526",-674,3,5,1/190.8,1/508.7,1/305.2
マイジャグラーV,1079,"3,272",+50,12,11,1/142.3,1/272.7,1/297.5
マイジャグラーV,1080,"2,223",-850,5,4,1/247.0,1/444.6,1/555.8
マイジャグラーV,1081,"5,250",-726,16,17,1/159.1,1/328.1,1/308.8
マイジャグラーV,1082,"5,112",+406,22,13,1/146.1,1/232.4,1/393.2
マイジャグラーV,1083,"6,012","+1,065",24,23,1/127.9,1/250.5,1/261.4
マイジャグラーV,1084,"2,282",-562,7,5,1/190.2,1/326.0,1/456.4
マイジャグラーV,1085,"5,557",+697,23,15,1/146.2,1/241.6,1/370.5
マイジャグラーV,1086,327,-479,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1087,"1,340",-391,5,1,1/223.3,1/268.0,1/1340.0
マイジャグラーV,1088,"5,203",+912,22,20,1/123.9,1/236.5,1/260.1
マイジャグラーV,1089,329,-426,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1090,"6,190",+229,20,28,1/129.0,1/309.5,1/221.1
マイジャグラーV,1091,"7,829",-268,29,22,1/153.5,1/270.0,1/355.9
マイジャグラーV,1092,"1,318",-709,3,0,1/439.3,1/439.3,1/0.0
マイジャグラーV,1093,"2,286",-350,8,6,1/163.3,1/285.8,1/381.0
マイジャグラーV,1094,"7,163","+2,532",35,28,1/113.7,1/204.7,1/255.8
マイジャグラーV,1095,"8,038","+2,859",39,29,1/118.2,1/206.1,1/277.2
マイジャグラーV,1096,"8,593","+1,809",32,40,1/119.3,1/268.5,1/214.8
マイジャグラーV,1097,617,-415,1,1,1/308.5,1/617.0,1/617.0
マイジャグラーV,1098,"3,834",-132,16,9,1/153.4,1/239.6,1/426.0
マイジャグラーV,1099,"5,200",+879,23,11,1/152.9,1/226.1,1/472.7
モンスターハンターライズ,2059,"1,066",+688,18,3,1/50.8,1/59.2,1/355.3
モンスターハンターライズ,2060,"2,236",+41,27,9,1/62.1,1/82.8,1/248.4
モンスターハンターライズ,2061,685,+856,17,2,1/36.1,1/40.3,1/342.5
モンスターハンターライズ,2062,"1,083",-429,9,2,1/98.5,1/120.3,1/541.5
モンスターハンターライズ,2063,812,-444,6,4,1/81.2,1/135.3,1/203.0
モンスターハンターライズ,2064,603,-785,1,1,1/301.5,1/603.0,1/603.0
モンスターハンターライズ,2065,635,"+1,076",17,1,1/35.3,1/37.4,1/635.0
モンスターハンターライズ,2066,742,-797,4,2,1/123.7,1/185.5,1/371.0
モンスターハンターライズ,2067,664,+932,16,3,1/34.9,1/41.5,1/221.3
モンスターハンターライズ,2068,"2,317",-324,24,8,1/72.4,1/96.5,1/289.6
モンスターハンターライズ,2103,"1,212",-947,6,3,1/134.7,1/202.0,1/404.0
モンスターハンターライズ,2104,668,-868,2,1,1/222.7,1/334.0,1/668.0
モンスターハンターライズ,2105,524,-50,6,3,1/58.2,1/87.3,1/174.7
モンスターハンターライズ,2106,228,-232,1,1,1/114.0,1/228.0,1/228.0
モンスターハンターライズ,2107,"1,793",-232,19,10,1/61.8,1/94.4,1/179.3
モンスターハンターライズ,2108,"2,152","-1,888",12,7,1/113.3,1/179.3,1/307.4
モンスターハンターライズ,2109,"1,195","-1,582",3,2,1/239.0,1/398.3,1/597.5
モンスターハンターライズ,2110,622,"+2,444",25,2,1/23.0,1/24.9,1/311.0
モンスターハンターライズ,2111,781,"-1,053",2,2,1/195.2,1/390.5,1/390.5
モンスターハンターライズ,2112,944,+888,22,6,1/33.7,1/42.9,1/157.3
モンスターハンターライズ,2113,122,-56,1,1,1/61.0,1/122.0,1/122.0
モンスターハンターライズ,2114,"1,308",-265,14,4,1/72.7,1/93.4,1/327.0
モンスターハンターライズ,2115,656,-479,5,2,1/93.7,1/131.2,1/328.0
モンスターハンターライズ,2116,"2,900","+1,403",44,10,1/53.7,1/65.9,1/290.0
モンスターハンターライズ,2117,"1,259","-1,500",4,3,1/179.9,1/314.8,1/419.7
モンスターハンターライズ,2118,0,0,0,0,1/0.0,1/0.0,1/0.0
モンスターハンターライズ,2119,890,-465,8,2,1/89.0,1/111.2,1/445.0
モンスターハンターライズ,2120,"2,552","-1,218",23,6,1/88.0,1/111.0,1/425.3
スマスロ北斗の拳,2207,18,-9,0,0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,2208,"1,106",-121,12,3,1/73.7,1/92.2,1/368.7
スマスロ北斗の拳,2209,376,-9,4,2,1/62.7,1/94.0,1/188.0
スマスロ北斗の拳,2210,586,-703,1,1,1/293.0,1/586.0,1/586.0
スマスロ北斗の拳,2211,59,-109,0,0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,2212,564,-591,1,1,1/282.0,1/564.0,1/564.0
スマスロ北斗の拳,2213,"1,480",+621,20,8,1/52.9,1/74.0,1/185.0
スマスロ北斗の拳,2214,21,-26,0,0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,2215,517,+126,6,2,1/64.6,1/86.2,1/258.5
スマスロ北斗の拳,2216,234,+91,3,1,1/58.5,1/78.0,1/234.0
スマスロ北斗の拳,2225,529,-238,4,1,1/105.8,1/132.2,1/529.0
スマスロ北斗の拳,2226,917,"-1,041",1,1,1/458.5,1/917.0,1/917.0
スマスロ北斗の拳,2227,661,"+1,053",15,2,1/38.9,1/44.1,1/330.5
スマスロ北斗の拳,2228,"2,133","-1,453",13,4,1/125.5,1/164.1,1/533.2
スマスロ北斗の拳,2229,"1,489",-300,14,2,1/93.1,1/106.4,1/744.5
スマスロ北斗の拳,2230,67,-97,0,0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,2231,"2,809","-2,779",11,4,1/187.3,1/255.4,1/702.2
スマスロ北斗の拳,2232,0,0,0,0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,2233,"1,066",+21,10,5,1/71.1,1/106.6,1/213.2
スマスロ北斗の拳,2234,"2,519","-2,162",10,5,1/167.9,1/251.9,1/503.8
スマスロ北斗の拳,2235,110,+338,4,1,1/22.0,1/27.5,1/110.0
スマスロ北斗の拳,2236,315,-321,1,1,1/157.5,1/315.0,1/315.0
スマスロ北斗の拳,2237,896,-885,4,2,1/149.3,1/224.0,1/448.0
スマスロ北斗の拳,2238,22,-50,0,0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,2239,56,-85,0,0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,2240,"1,291",+394,15,4,1/67.9,1/86.1,1/322.8
ゴーゴージャグラー3,1100,"2,048",-121,8,5,1/157.5,1/256.0,1/409.6
ゴーゴージャグラー3,1101,"6,547",+44,22,30,1/125.9,1/297.6,1/218.2
ゴーゴージャグラー3,1102,"5,829",-138,20,26,1/126.7,1/291.4,1/224.2
ゴーゴージャグラー3,1103,621,-291,2,1,1/207.0,1/310.5,1/621.0
ゴーゴージャグラー3,1104,"3,636",-782,12,11,1/158.1,1/303.0,1/330.5
ゴーゴージャグラー3,1105,252,-156,1,0,1/252.0,1/252.0,1/0.0
ゴーゴージャグラー3,1106,"7,147",+206,30,21,1/140.1,1/238.2,1/340.3
ゴーゴージャグラー3,1107,"1,229",-691,2,3,1/245.8,1/614.5,1/409.7
ゴーゴージャグラー3,1108,"4,759","+1,088",19,22,1/116.1,1/250.5,1/216.3
ゴーゴージャグラー3,1109,953,+191,6,1,1/136.1,1/158.8,1/953.0
ゴーゴージャグラー3,1110,"1,836",-232,5,5,1/183.6,1/367.2,1/367.2
ゴーゴージャグラー3,1111,383,-156,1,1,1/191.5,1/383.0,1/383.0
ゴーゴージャグラー3,1112,"3,549",+197,15,9,1/147.9,1/236.6,1/394.3
ゴーゴージャグラー3,1113,"2,034",-926,6,3,1/226.0,1/339.0,1/678.0
ゴーゴージャグラー3,1123,"2,046",-103,8,6,1/146.1,1/255.8,1/341.0
ゴーゴージャグラー3,1124,"1,350",-309,5,3,1/168.8,1/270.0,1/450.0
ゴーゴージャグラー3,1125,"4,112",+368,18,11,1/141.8,1/228.4,1/373.8
ゴーゴージャグラー3,1126,573,-550,1,0,1/573.0,1/573.0,1/0.0
ゴーゴージャグラー3,1127,"3,844",-491,15,9,1/160.2,1/256.3,1/427.1
ゴーゴージャグラー3,1128,738,-232,3,0,1/246.0,1/246.0,1/0.0
ゴーゴージャグラー3,1129,"5,976","+1,641",28,24,1/114.9,1/213.4,1/249.0
モンキーターンV,2121,"1,895","-1,147",16,4,1/94.8,1/118.4,1/473.8
モンキーターンV,2122,"1,907","+2,285",35,9,1/43.3,1/54.5,1/211.9
モンキーターンV,2123,218,-62,3,2,1/43.6,1/72.7,1/109.0
モンキーターンV,2124,"2,999","+5,347",53,14,1/44.8,1/56.6,1/214.2
モンキーターンV,2135,267,-309,1,1,1/133.5,1/267.0,1/267.0
モンキーターンV,2136,"1,429",+874,18,4,1/65.0,1/79.4,1/357.2
モンキーターンV,2137,647,-668,3,1,1/161.8,1/215.7,1/647.0
モンキーターンV,2138,"2,983","-2,074",21,10,1/96.2,1/142.0,1/298.3
モンキーターンV,2139,207,-226,1,1,1/103.5,1/207.0,1/207.0
モンキーターンV,2140,"2,041","-1,665",15,4,1/107.4,1/136.1,1/510.2
モンキーターンV,2141,"4,010","-1,159",34,13,1/85.3,1/117.9,1/308.5
モンキーターンV,2142,659,-344,6,2,1/82.4,1/109.8,1/329.5
モンキーターンV,2143,"2,592",-874,21,10,1/83.6,1/123.4,1/259.2
モンキーターンV,2144,"3,612","+1,562",44,12,1/64.5,1/82.1,1/301.0
モンキーターンV,2145,"2,219","-1,500",17,8,1/88.8,1/130.5,1/277.4
モンキーターンV,2146,788,+162,8,4,1/65.7,1/98.5,1/197.0
モンキーターンV,2147,"1,960",-268,18,7,1/78.4,1/108.9,1/280.0
モンキーターンV,2148,247,+350,4,1,1/49.4,1/61.8,1/247.0
モンキーターンV,2149,"1,562",-532,14,5,1/82.2,1/111.6,1/312.4
モンキーターンV,2150,"1,351",+88,17,5,1/61.4,1/79.5,1/270.2
ディスクアップ ULTRAREMIX,2221,"3,148",+3,10,4,1/224.9,1/314.8,1/787.0
ディスクアップ ULTRAREMIX,2222,"6,123","+1,297",23,11,1/180.1,1/266.2,1/556.6
ディスクアップ ULTRAREMIX,2223,749,+221,4,0,1/187.2,1/187.2,1/0.0
ディスクアップ ULTRAREMIX,2224,"7,596","-3,721",16,18,1/223.4,1/474.8,1/422.0
ディスクアップ ULTRAREMIX,2242,"4,521",-641,14,6,1/226.1,1/322.9,1/753.5
ディスクアップ ULTRAREMIX,2243,"1,242",-338,4,1,1/248.4,1/310.5,1/1242.0
ディスクアップ ULTRAREMIX,2244,963,-979,1,2,1/321.0,1/963.0,1/481.5
ディスクアップ ULTRAREMIX,2245,"2,934",+147,11,6,1/172.6,1/266.7,1/489.0
ディスクアップ ULTRAREMIX,2246,"3,261","-1,262",8,9,1/191.8,1/407.6,1/362.3
ディスクアップ ULTRAREMIX,2247,596,-556,1,0,1/596.0,1/596.0,1/0.0
ディスクアップ ULTRAREMIX,2248,"5,206","+2,365",25,5,1/173.5,1/208.2,1/1041.2
ディスクアップ ULTRAREMIX,2249,382,-144,1,0,1/382.0,1/382.0,1/0.0
ディスクアップ ULTRAREMIX,2250,548,-568,1,0,1/548.0,1/548.0,1/0.0
