機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"6,146","+2,232",30,21,1/120.5,1/204.9,1/292.7
マイジャグラーV,1002,"1,999",-862,4,3,1/285.6,1/499.8,1/666.3
マイジャグラーV,1003,"3,094","-1,182",8,5,1/238.0,1/386.8,1/618.8
マイジャグラーV,1004,"3,056","-1,935",4,7,1/277.8,1/764.0,1/436.6
マイジャグラーV,1005,"5,524",-179,23,10,1/167.4,1/240.2,1/552.4
マイジャグラーV,1006,"2,472","-1,665",3,6,1/274.7,1/824.0,1/412.0
マイジャグラーV,1007,"7,639",+206,27,27,1/141.5,1/282.9,1/282.9
マイジャグラーV,1008,"2,541","-1,053",6,6,1/211.8,1/423.5,1/423.5
マイジャグラーV,1009,"5,399",-321,21,12,1/163.6,1/257.1,1/449.9
マイジャグラーV,1010,"8,298",-88,30,24,1/153.7,1/276.6,1/345.8
マイジャグラーV,1011,"4,809","-1,076",14,15,1/165.8,1/343.5,1/320.6
マイジャグラーV,1012,"7,770",+926,34,24,1/134.0,1/228.5,1/323.8
マイジャグラーV,1013,"2,273","-1,476",3,5,1/284.1,1/757.7,1/454.6
マイジャグラーV,1014,"4,645",-476,17,11,1/165.9,1/273.2,1/422.3
マイジャグラーV,1015,"6,423",-326,22,20,1/152.9,1/292.0,1/321.1
マイジャグラーV,1016,"6,980",+321,27,23,1/139.6,1/258.5,1/303.5
マイジャグラーV,1017,"2,375",-426,7,5,1/197.9,1/339.3,1/475.0
マイジャグラーV,1018,"8,613","+1,985",35,30,1/132.5,1/246.1,1/287.1
マイジャグラーV,1019,"9,064","-1,685",22,34,1/161.9,1/412.0,1/266.6
マイジャグラーV,1020,"4,394","-1,288",13,11,1/183.1,1/338.0,1/399.5
マイジャグラーV,1021,"6,065","-1,276",17,16,1/183.8,1/356.8,1/379.1
マイジャグラーV,1022,"6,332","+1,453",28,19,1/134.7,1/226.1,1/333.3
