model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,319,2,1,1,1,0.0,0.0,0,1,3,1.0,1495,498.3,373.8,3.69,0.0,1,1,1,1,0.0,0.0,0,3,2,1.0,1326,663.0,265.2,4.4,0.0,3,1,1,1,0.0,0.0,0,2,5,1.0,1223,244.6,174.7,4.63,0.0,2,1,1,1,0.0,0.0,0,3,1,1.0,1103,1103.0,275.8,4.55,0.0,5,1,1,1,0.0,0.0,0,13,10,1.0,3168,316.8,137.7,6.69,0.0,5,1,1,1,0.0,0.0,0,9,8,1.0,2601,325.1,153.0,5.86,0.0,4,1,1,1,0.0,0.0,0,8,8,1.0,3622,452.8,226.4,4.54,0.0,3,1,1,1,0.0,0.0,0,11,5,1.0,3337,667.4,208.6,5.14,0.0,5,1,1,1,0.0,0.0,0,17,12,1.0,3579,298.2,123.4,7.88,0.0,3,1,1,1,0.0,0.0,0,7,6,1.0,2413,402.2,185.6,5.12,0.0,6,1,1,1,0.0,0.0,0,11,4,1.0,2474,618.5,164.9,6.36,0.0,5,1,1,1,0.0,0.0,0,10,8,1.0,2560,320.0,142.2,6.4,0.0,6,1,1,1,0.0,0.0,0,23,18,1.0,6457,358.7,157.5,5.85,0.09,2,1,1,1,0.0,0.0,0,7,2,1.0,1979,989.5,219.9,5.18,0.0,3,1,1,1,0.0,0.0,0,1,4,1.0,1661,415.2,332.2,3.72,0.0,2,1,1,1,0.0,0.0,0,11,9,1.0,2407,267.4,120.4,7.81,0.0,2,1,1,1,0.0,0.0,0,4,1,1.0,1382,1382.0,276.4,4.62,0.0,5,1,1,1,0.0,0.0,0,5,3,1.0,1612,537.3,201.5,5.09,0.0,3,1,1,1,0.0,0.0,0,1,0,1.0,842,0.0,842.0,3.59,0.0,6,1,1,1,0.0,0.0,0,21,14,1.0,5052,360.9,144.3,6.56,0.09,2,1,1,1,0.0,0.0,0,4,11,1.0,1717,156.1,114.5,6.0,0.0,3,1,1,1,0.0,0.0,0,4,1,1.0,1805,1805.0,361.0,4.17,0.0
アイムジャグラーEX-TP,320,6,1,1,1,0.0,0.0,0,14,9,1.0,3602,400.2,156.6,6.09,0.0,5,1,1,1,0.0,0.0,0,18,18,1.0,5415,300.8,150.4,5.81,0.32999999999999996,1,1,1,1,0.0,0.0,0,0,1,1.0,579,579.0,579.0,3.38,0.0,5,1,1,1,0.0,0.0,0,9,5,1.0,2028,405.6,144.9,6.79,0.0,4,1,1,1,0.0,0.0,0,11,4,1.0,2757,689.2,183.8,5.77,0.0,6,1,1,1,0.0,0.0,0,15,7,1.0,2859,408.4,130.0,8.19,0.0,6,1,1,1,0.0,0.0,0,16,22,1.0,4600,209.1,121.1,6.67,0.0,5,1,1,1,0.0,0.0,0,27,13,1.0,5539,426.1,138.5,7.41,0.05,4,1,1,1,0.0,0.0,0,19,7,1.0,3437,491.0,132.2,8.46,0.0,4,1,1,1,0.0,0.0,0,7,7,1.0,2585,369.3,184.6,5.03,0.0,2,1,1,1,0.0,0.0,0,3,0,1.0,587,0.0,195.7,6.43,0.0,2,1,1,1,0.0,0.0,0,5,5,1.0,1266,253.2,126.6,6.9,0.0,3,1,1,1,0.0,0.0,0,5,8,1.0,4636,579.5,356.6,3.82,0.0,6,1,1,1,0.0,0.0,0,30,14,1.0,5749,410.6,130.7,8.12,0.08,4,1,1,1,0.0,0.0,0,3,6,1.0,2153,358.8,239.2,4.18,0.0,3,1,1,1,0.0,0.0,0,6,6,1.0,2408,401.3,200.7,4.8,0.0,5,1,1,1,0.0,0.0,0,12,7,1.0,4614,659.1,242.8,4.62,0.0,4,1,1,1,0.0,0.0,0,4,2,1.0,1303,651.5,217.2,4.97,0.0,4,1,1,1,0.0,0.0,0,3,7,1.0,1277,182.4,127.7,5.65,0.0,1,1,1,1,0.0,0.0,0,4,2,1.0,1340,670.0,223.3,4.89,0.0,5,1,1,1,0.0,0.0,0,26,20,1.0,5800,290.0,126.1,7.45,0.39,2,1,1,1,0.0,0.0,0,4,2,1.0,1564,782.0,260.7,4.54,0.0
アイムジャグラーEX-TP,321,3,1,1,1,0.0,0.0,0,6,4,1.0,1739,434.8,173.9,5.55,0.0,4,1,1,1,0.0,0.0,0,18,14,1.0,4901,350.1,153.2,6.0,0.0,7,1,1,1,0.0,0.0,0,16,15,1.0,3777,251.8,121.8,7.37,0.0,4,1,1,1,0.0,0.0,0,8,2,1.0,1837,918.5,183.7,6.01,0.0,3,1,1,1,0.0,0.0,0,9,5,1.0,2128,425.6,152.0,6.44,0.0,3,1,1,1,0.0,0.0,0,8,7,1.0,2232,318.9,148.8,6.02,0.0,1,1,1,1,0.0,0.0,0,14,3,1.0,2326,775.3,136.8,8.96,0.0,2,1,1,1,0.0,0.0,0,7,3,1.0,1809,603.0,180.9,5.72,0.0,6,1,1,1,0.0,0.0,0,16,17,1.0,4289,252.3,130.0,6.59,0.0,7,1,1,1,0.0,0.0,0,31,13,1.0,5215,401.2,118.5,10.03,0.18,5,1,1,1,0.0,0.0,0,11,4,1.0,2117,529.2,141.1,7.67,0.0,1,1,1,1,0.0,0.0,0,3,1,1.0,1043,1043.0,260.8,4.67,0.0,4,1,1,1,0.0,0.0,0,19,16,1.0,5364,335.2,153.3,5.91,0.15000000000000002,3,1,1,1,0.0,0.0,0,9,9,1.0,2689,298.8,149.4,5.85,0.0,5,1,1,1,0.0,0.0,0,7,9,1.0,2654,294.9,165.9,5.19,0.0,5,1,1,1,0.0,0.0,0,21,16,1.0,4908,306.8,132.6,7.0,0.0,6,1,1,1,0.0,0.0,0,14,21,1.0,5139,244.7,146.8,5.5,0.8999999999999999,3,1,1,1,0.0,0.0,0,2,3,1.0,991,330.3,198.2,4.62,0.0,7,1,1,1,0.0,0.0,0,27,7,1.0,5902,843.1,173.6,6.32,0.0,4,1,1,1,0.0,0.0,0,6,6,1.0,1899,316.5,158.2,5.58,0.0,1,1,1,1,0.0,0.0,0,4,0,1.0,1200,0.0,300.0,4.73,0.0,4,1,1,1,0.0,0.0,0,4,4,1.0,1815,453.8,226.9,4.53,0.0
アイムジャグラーEX-TP,322,1,1,1,1,0.0,0.0,0,4,1,1.0,807,807.0,161.4,6.87,0.0,2,1,1,1,0.0,0.0,0,11,7,1.0,2065,295.0,114.7,9.23,0.0,6,1,1,1,0.0,0.0,0,8,13,1.0,2842,218.6,135.3,5.77,0.0,1,1,1,1,0.0,0.0,0,4,2,1.0,897,448.5,149.5,6.69,0.0,2,1,1,1,0.0,0.0,0,1,5,1.0,1766,353.2,294.3,3.78,0.0,1,1,1,1,0.0,0.0,0,6,1,1.0,1138,1138.0,162.6,7.14,0.0,7,1,1,1,0.0,0.0,0,33,25,1.0,7458,298.3,128.6,7.29,0.35,4,1,1,1,0.0,0.0,0,14,11,1.0,3753,341.2,150.1,6.1,0.0,1,1,1,1,0.0,0.0,0,4,2,1.0,923,461.5,153.8,6.49,0.0,1,1,1,1,0.0,0.0,0,1,0,1.0,626,0.0,626.0,3.76,0.0,3,1,1,1,0.0,0.0,0,0,0,1.0,712,0.0,0.0,3.16,0.0,7,1,1,1,0.0,0.0,0,33,21,1.0,5774,275.0,106.9,10.72,0.7,2,1,1,1,0.0,0.0,0,12,3,1.0,3151,1050.3,210.1,5.4,0.0,5,1,1,1,0.0,0.0,0,21,15,1.0,5338,355.9,148.3,6.29,0.09,1,1,1,1,0.0,0.0,0,4,5,1.0,1326,265.2,147.3,5.67,0.0,6,1,1,1,0.0,0.0,0,21,17,1.0,5039,296.4,132.6,6.9,0.29,1,1,1,1,0.0,0.0,0,5,2,1.0,1118,559.0,159.7,6.48,0.0,2,1,1,1,0.0,0.0,0,0,2,1.0,984,492.0,492.0,3.43,0.0,1,1,1,1,0.0,0.0,0,0,0,1.0,255,0.0,0.0,3.16,0.0,7,1,1,1,0.0,0.0,0,31,16,1.0,6342,396.4,134.9,7.55,0.07,3,1,1,1,0.0,0.0,0,7,4,1.0,2438,609.5,221.6,4.85,0.0,6,1,1,1,0.0,0.0,0,6,3,1.0,2061,687.0,229.0,4.82,0.0
アイムジャグラーEX-TP,323,7,1,1,1,0.0,0.0,0,26,16,1.0,5766,360.4,137.3,7.07,0.11,7,1,1,1,0.0,0.0,0,23,20,1.0,6126,306.3,142.5,6.28,0.19,2,1,1,1,0.0,0.0,0,1,4,1.0,1102,275.5,220.4,4.09,0.0,6,1,1,1,0.0,0.0,0,6,6,1.0,2386,397.7,198.8,4.83,0.0,1,1,1,1,0.0,0.0,0,6,1,1.0,1233,1233.0,176.1,6.51,0.0,2,1,1,1,0.0,0.0,0,6,5,1.0,1591,318.2,144.6,6.24,0.0,2,1,1,1,0.0,0.0,0,7,11,1.0,2498,227.1,138.8,5.69,0.0,6,1,1,1,0.0,0.0,0,23,18,1.0,5571,309.5,135.9,6.76,0.22,2,1,1,1,0.0,0.0,0,5,5,1.0,1579,315.8,157.9,5.59,0.0,6,1,1,1,0.0,0.0,0,10,10,1.0,3677,367.7,183.8,5.04,0.0,4,1,1,1,0.0,0.0,0,5,2,1.0,1748,874.0,249.7,4.7,0.0,6,1,1,1,0.0,0.0,0,18,10,1.0,3537,353.7,126.3,8.16,0.0,1,1,1,1,0.0,0.0,0,6,10,1.0,3139,313.9,196.2,4.59,0.0,1,1,1,1,0.0,0.0,0,3,2,1.0,1196,598.0,239.2,4.6,0.0,7,1,1,1,0.0,0.0,0,27,30,1.0,7758,258.6,136.1,6.22,0.51,1,1,1,1,0.0,0.0,0,0,1,1.0,332,332.0,332.0,3.57,0.0,4,1,1,1,0.0,0.0,0,6,4,1.0,1966,491.5,196.6,5.1,0.0,7,1,1,1,0.0,0.0,0,26,18,1.0,5230,290.6,118.9,8.41,0.46,6,1,1,1,0.0,0.0,0,7,5,1.0,2469,493.8,205.8,4.93,0.0,3,1,1,1,0.0,0.0,0,3,4,1.0,1406,351.5,200.9,4.65,0.0,7,1,1,1,0.0,0.0,0,34,15,1.0,8094,539.6,165.2,6.17,0.0,5,1,1,1,0.0,0.0,0,7,4,1.0,1822,455.5,165.6,5.91,0.0
アイムジャグラーEX-TP,324,4,1,1,1,0.0,0.0,0,8,3,1.0,1973,657.7,179.4,5.86,0.0,3,1,1,1,0.0,0.0,0,13,15,1.0,3962,264.1,141.5,5.96,0.0,5,1,1,1,0.0,0.0,0,7,6,1.0,2152,358.7,165.5,5.53,0.0,3,1,1,1,0.0,0.0,0,5,2,1.0,1591,795.5,227.3,4.94,0.0,7,1,1,1,0.0,0.0,0,20,17,1.0,5292,311.3,143.0,6.29,0.19,7,1,1,1,0.0,0.0,0,13,12,1.0,4501,375.1,180.0,5.17,0.0,3,1,1,1,0.0,0.0,0,9,7,1.0,3252,464.6,203.2,4.91,0.0,1,1,1,1,0.0,0.0,0,4,0,1.0,1642,0.0,410.5,4.17,0.0,7,1,1,1,0.0,0.0,0,23,13,1.0,5065,389.6,140.7,7.0,0.07,5,1,1,1,0.0,0.0,0,13,2,1.0,2690,1345.0,179.3,6.43,0.0,1,1,1,1,0.0,0.0,0,3,2,1.0,296,148.0,59.2,-12.09,0.0,4,1,1,1,0.0,0.0,0,7,7,1.0,1648,235.4,117.7,7.57,0.0,5,1,1,1,0.0,0.0,0,23,22,1.0,6270,285.0,139.3,6.29,0.30000000000000004,4,1,1,1,0.0,0.0,0,13,6,1.0,2863,477.2,150.7,6.73,0.0,6,1,1,1,0.0,0.0,0,30,26,1.0,7201,277.0,128.6,7.03,0.46,7,1,1,1,0.0,0.0,0,23,13,1.0,6238,479.8,173.3,5.7,0.01,3,1,1,1,0.0,0.0,0,6,3,1.0,1856,618.7,206.2,5.12,0.0,1,1,1,1,0.0,0.0,0,2,1,1.0,721,721.0,240.3,4.71,0.0,2,1,1,1,0.0,0.0,0,0,1,1.0,702,702.0,702.0,3.34,0.0,5,1,1,1,0.0,0.0,0,15,13,1.0,4117,316.7,147.0,6.1,0.0,4,1,1,1,0.0,0.0,0,22,4,1.0,4819,1204.8,185.3,6.14,0.0,1,1,1,1,0.0,0.0,0,6,3,1.0,1304,434.7,144.9,6.94,0.0
アイムジャグラーEX-TP,325,5,1,1,1,0.0,0.0,0,7,8,1.0,2876,359.5,191.7,4.84,0.0,6,1,1,1,0.0,0.0,0,24,12,1.0,5719,476.6,158.9,6.28,0.01,4,1,1,1,0.0,0.0,0,5,6,1.0,1856,309.3,168.7,5.18,0.0,7,1,1,1,0.0,0.0,0,11,4,1.0,2577,644.2,171.8,6.12,0.0,6,1,1,1,0.0,0.0,0,15,8,1.0,3684,460.5,160.2,6.16,0.0,4,1,1,1,0.0,0.0,0,7,1,1.0,2261,2261.0,282.6,4.68,0.0,5,1,1,1,0.0,0.0,0,10,8,1.0,3988,498.5,221.6,4.69,0.0,7,1,1,1,0.0,0.0,0,35,20,1.0,7880,394.0,143.3,6.83,0.03,3,1,1,1,0.0,0.0,0,15,9,1.0,2300,255.6,95.8,15.47,0.0,2,1,1,1,0.0,0.0,0,8,3,1.0,2124,708.0,193.1,5.53,0.0,7,1,1,1,0.0,0.0,0,6,8,1.0,2525,315.6,180.4,4.91,0.0,3,1,1,1,0.0,0.0,0,6,0,1.0,1561,0.0,260.2,5.12,0.0,7,1,1,1,0.0,0.0,0,26,20,1.0,6653,332.6,144.6,6.35,0.1,7,1,1,1,0.0,0.0,0,40,21,1.0,7699,366.6,126.2,8.31,0.15,2,1,1,1,0.0,0.0,0,4,6,1.0,1422,237.0,142.2,5.64,0.0,4,1,1,1,0.0,0.0,0,16,5,1.0,2614,522.8,124.5,9.9,0.0,7,1,1,1,0.0,0.0,0,21,17,1.0,5242,308.4,137.9,6.6,0.21,6,1,1,1,0.0,0.0,0,10,10,1.0,3024,302.4,151.2,5.79,0.0,5,1,1,1,0.0,0.0,0,9,2,1.0,1732,866.0,157.5,7.19,0.0,2,1,1,1,0.0,0.0,0,2,4,1.0,1402,350.5,233.7,4.21,0.0,6,1,1,1,0.0,0.0,0,27,10,1.0,5927,592.7,160.2,6.54,0.0,7,1,1,1,0.0,0.0,0,18,11,1.0,4350,395.5,150.0,6.41,0.0
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,326,4,1,1,1,0.0,0.0,0,8,3,1.0,1950,650.0,177.3,0.0,0.0,4,1,1,1,0.0,0.0,0,19,15,1.0,5447,363.1,160.2,0.0,0.08,5,1,1,1,0.0,0.0,0,8,6,1.0,2794,465.7,199.6,0.0,0.0,5,1,1,1,0.0,0.0,0,9,5,1.0,2971,594.2,212.2,0.0,0.0,4,1,1,1,0.0,0.0,0,4,4,1.0,1493,373.2,186.6,0.0,0.0,4,1,1,1,0.0,0.0,0,7,2,1.0,1784,892.0,198.2,0.0,0.0,3,1,1,1,0.0,0.0,0,15,6,1.0,3637,606.2,173.2,0.0,0.0,3,1,1,1,0.0,0.0,0,5,5,1.0,1830,366.0,183.0,0.0,0.0,2,1,1,1,0.0,0.0,0,2,0,1.0,664,0.0,332.0,0.0,0.0,2,1,1,1,0.0,0.0,0,0,1,1.0,424,424.0,424.0,0.0,0.0,4,1,1,1,0.0,0.0,0,7,4,1.0,1365,341.2,124.1,0.0,0.0,5,1,1,1,0.0,0.0,0,12,9,1.0,2694,299.3,128.3,0.0,0.0,4,1,1,1,0.0,0.0,0,13,13,1.0,4207,323.6,161.8,0.0,0.0,3,1,1,1,0.0,0.0,0,16,8,1.0,4874,609.2,203.1,0.0,0.0,4,1,1,1,0.0,0.0,0,27,18,1.0,6147,341.5,136.6,0.0,0.22999999999999998,3,1,1,1,0.0,0.0,0,11,8,1.0,2354,294.2,123.9,0.0,0.0,3,1,1,1,0.0,0.0,0,9,4,1.0,2002,500.5,154.0,0.0,0.0,4,1,1,1,0.0,0.0,0,11,5,1.0,2011,402.2,125.7,0.0,0.0,4,1,1,1,0.0,0.0,0,26,18,1.0,5207,289.3,118.3,0.0,0.6,4,1,1,1,0.0,0.0,0,6,1,1.0,2032,2032.0,290.3,0.0,0.0,4,1,1,1,0.0,0.0,0,5,6,1.0,2423,403.8,220.3,0.0,0.0,3,1,1,1,0.0,0.0,0,2,1,1.0,848,848.0,282.7,0.0,0.0
ハッピージャグラーVIII,327,5,1,1,1,0.0,0.0,0,20,23,1.0,4182,181.8,97.3,0.0,0.0,1,1,1,1,0.0,0.0,0,3,2,1.0,936,468.0,187.2,0.0,0.0,4,1,1,1,0.0,0.0,0,5,5,1.0,1804,360.8,180.4,0.0,0.0,3,1,1,1,0.0,0.0,0,3,0,1.0,717,0.0,239.0,0.0,0.0,3,1,1,1,0.0,0.0,0,4,2,1.0,861,430.5,143.5,0.0,0.0,1,1,1,1,0.0,0.0,0,1,0,1.0,376,0.0,376.0,0.0,0.0,5,1,1,1,0.0,0.0,0,20,11,1.0,5915,537.7,190.8,0.0,0.0,4,1,1,1,0.0,0.0,0,18,11,1.0,5903,536.6,203.6,0.0,0.0,3,1,1,1,0.0,0.0,0,3,4,1.0,865,216.2,123.6,0.0,0.0,5,1,1,1,0.0,0.0,0,9,4,1.0,1797,449.2,138.2,0.0,0.0,2,1,1,1,0.0,0.0,0,2,0,1.0,393,0.0,196.5,0.0,0.0,1,1,1,1,0.0,0.0,0,4,3,1.0,845,281.7,120.7,0.0,0.0,3,1,1,1,0.0,0.0,0,15,4,1.0,3056,764.0,160.8,0.0,0.0,2,1,1,1,0.0,0.0,0,4,8,1.0,2148,268.5,179.0,0.0,0.0,1,1,1,1,0.0,0.0,0,10,10,1.0,2614,261.4,130.7,0.0,0.0,1,1,1,1,0.0,0.0,0,2,1,1.0,1165,1165.0,388.3,0.0,0.0,4,1,1,1,0.0,0.0,0,2,9,1.0,2308,256.4,209.8,0.0,0.0,1,1,1,1,0.0,0.0,0,0,0,1.0,336,0.0,0.0,0.0,0.0,2,1,1,1,0.0,0.0,0,5,3,1.0,1173,391.0,146.6,0.0,0.0,1,1,1,1,0.0,0.0,0,4,5,1.0,1157,231.4,128.6,0.0,0.0,2,1,1,1,0.0,0.0,0,5,6,1.0,2036,339.3,185.1,0.0,0.0,4,1,1,1,0.0,0.0,0,14,3,1.0,2463,821.0,144.9,0.0,0.0
ハッピージャグラーVIII,328,1,1,1,1,0.0,0.0,0,2,4,1.0,852,213.0,142.0,0.0,0.0,5,1,1,1,0.0,0.0,0,17,20,1.0,5904,295.2,159.6,0.0,0.16,2,1,1,1,0.0,0.0,0,8,1,1.0,1192,1192.0,132.4,0.0,0.0,4,1,1,1,0.0,0.0,0,1,3,1.0,780,260.0,195.0,0.0,0.0,2,1,1,1,0.0,0.0,0,1,0,1.0,407,0.0,407.0,0.0,0.0,3,1,1,1,0.0,0.0,0,4,3,1.0,1107,369.0,158.1,0.0,0.0,1,1,1,1,0.0,0.0,0,8,4,1.0,2031,507.8,169.2,0.0,0.0,1,1,1,1,0.0,0.0,0,1,2,1.0,626,313.0,208.7,0.0,0.0,1,1,1,1,0.0,0.0,0,1,1,1.0,444,444.0,222.0,0.0,0.0,4,1,1,1,0.0,0.0,0,7,1,1.0,1456,1456.0,182.0,0.0,0.0,3,1,1,1,0.0,0.0,0,3,2,1.0,1154,577.0,230.8,0.0,0.0,2,1,1,1,0.0,0.0,0,4,2,1.0,1173,586.5,195.5,0.0,0.0,2,1,1,1,0.0,0.0,0,3,4,1.0,2114,528.5,302.0,0.0,0.0,1,1,1,1,0.0,0.0,0,4,0,1.0,929,0.0,232.2,0.0,0.0,3,1,1,1,0.0,0.0,0,19,11,1.0,4983,453.0,166.1,0.0,0.0,4,1,1,1,0.0,0.0,0,11,4,1.0,2603,650.8,173.5,0.0,0.0,1,1,1,1,0.0,0.0,0,2,1,1.0,1177,1177.0,392.3,0.0,0.0,5,1,1,1,0.0,0.0,0,9,6,1.0,2092,348.7,139.5,0.0,0.0,1,1,1,1,0.0,0.0,0,2,2,1.0,902,451.0,225.5,0.0,0.0,3,1,1,1,0.0,0.0,0,6,4,1.0,1606,401.5,160.6,0.0,0.0,3,1,1,1,0.0,0.0,0,5,1,1.0,2191,2191.0,365.2,0.0,0.0,2,1,1,1,0.0,0.0,0,2,2,1.0,701,350.5,175.2,0.0,0.0
ハッピージャグラーVIII,329,3,1,1,1,0.0,0.0,0,3,2,1.0,1363,681.5,272.6,0.0,0.0,2,1,1,1,0.0,0.0,0,3,2,1.0,1512,756.0,302.4,0.0,0.0,3,1,1,1,0.0,0.0,0,5,3,1.0,1276,425.3,159.5,0.0,0.0,1,1,1,1,0.0,0.0,0,0,1,1.0,388,388.0,388.0,0.0,0.0,1,1,1,1,0.0,0.0,0,0,0,1.0,298,0.0,0.0,0.0,0.0,5,1,1,1,0.0,0.0,0,25,18,1.0,6890,382.8,160.2,0.0,0.04,2,1,1,1,0.0,0.0,0,8,5,1.0,2637,527.4,202.8,0.0,0.0,5,1,1,1,0.0,0.0,0,28,23,1.0,8094,351.9,158.7,0.0,0.05,4,1,1,1,0.0,0.0,0,12,4,1.0,3171,792.8,198.2,0.0,0.0,1,1,1,1,0.0,0.0,0,0,0,1.0,416,0.0,0.0,0.0,0.0,5,1,1,1,0.0,0.0,0,2,4,1.0,1412,353.0,235.3,0.0,0.0,3,1,1,1,0.0,0.0,0,6,3,1.0,1905,635.0,211.7,0.0,0.0,1,1,1,1,0.0,0.0,0,7,4,1.0,1754,438.5,159.5,0.0,0.0,5,1,1,1,0.0,0.0,0,39,26,1.0,7013,269.7,107.9,0.0,0.8500000000000001,5,1,1,1,0.0,0.0,0,20,29,1.0,7184,247.7,146.6,0.0,0.45,2,1,1,1,0.0,0.0,0,13,1,1.0,2079,2079.0,148.5,0.0,0.0,5,1,1,1,0.0,0.0,0,16,11,1.0,3932,357.5,145.6,0.0,0.0,3,1,1,1,0.0,0.0,0,8,3,1.0,1889,629.7,171.7,0.0,0.0,3,1,1,1,0.0,0.0,0,3,4,1.0,1381,345.2,197.3,0.0,0.0,5,1,1,1,0.0,0.0,0,7,8,1.0,2547,318.4,169.8,0.0,0.0,5,1,1,1,0.0,0.0,0,22,11,1.0,5286,480.5,160.2,0.0,0.03,5,1,1,1,0.0,0.0,0,16,7,1.0,3737,533.9,162.5,0.0,0.0
ハッピージャグラーVIII,330,2,1,1,1,0.0,0.0,0,5,4,1.0,1321,330.2,146.8,0.0,0.0,3,1,1,1,0.0,0.0,0,16,8,1.0,3864,483.0,161.0,0.0,0.0,1,1,1,1,0.0,0.0,0,3,2,1.0,774,387.0,154.8,0.0,0.0,2,1,1,1,0.0,0.0,0,2,1,1.0,397,397.0,132.3,0.0,0.0,5,1,1,1,0.0,0.0,0,14,5,1.0,3084,616.8,162.3,0.0,0.0,2,1,1,1,0.0,0.0,0,1,1,1.0,729,729.0,364.5,0.0,0.0,4,1,1,1,0.0,0.0,0,20,9,1.0,4574,508.2,157.7,0.0,0.0,2,1,1,1,0.0,0.0,0,5,4,1.0,1438,359.5,159.8,0.0,0.0,5,1,1,1,0.0,0.0,0,12,8,1.0,3303,412.9,165.2,0.0,0.0,3,1,1,1,0.0,0.0,0,2,2,1.0,1119,559.5,279.8,0.0,0.0,1,1,1,1,0.0,0.0,0,0,1,1.0,327,327.0,327.0,0.0,0.0,4,1,1,1,0.0,0.0,0,6,9,1.0,1919,213.2,127.9,0.0,0.0,5,1,1,1,0.0,0.0,0,18,8,1.0,4416,552.0,169.8,0.0,0.0,4,1,1,1,0.0,0.0,0,12,13,1.0,5127,394.4,205.1,0.0,0.01,2,1,1,1,0.0,0.0,0,8,7,1.0,2810,401.4,187.3,0.0,0.0,5,1,1,1,0.0,0.0,0,13,15,1.0,2969,197.9,106.0,0.0,0.0,2,1,1,1,0.0,0.0,0,9,4,1.0,1649,412.2,126.8,0.0,0.0,2,1,1,1,0.0,0.0,0,5,6,1.0,1875,312.5,170.5,0.0,0.0,5,1,1,1,0.0,0.0,0,30,13,1.0,6805,523.5,158.3,0.0,0.01,2,1,1,1,0.0,0.0,0,3,3,1.0,1391,463.7,231.8,0.0,0.0,1,1,1,1,0.0,0.0,0,1,0,1.0,480,0.0,480.0,0.0,0.0,1,1,1,1,0.0,0.0,0,2,0,1.0,438,0.0,219.0,0.0,0.0
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
